General information.Product Title,General information.Product Type,General information.Source URL,General information.Manufacturer,Motion Detection 2.0.Human/Vehicle Analysis,Perimeter Protection.Human/Vehicle Analysis,Facial Detection.Facial Detection and Capture,Video and Audio.IP Video Input,Video and Audio.Analog Video Input,Video and Audio.HDMI Output,Video and Audio.CVBS Input,Video and Audio.CVBS Output,Video and Audio.Synchronous playback,Video and Audio.HDTVI Input,Video and Audio.AHD Input,Video and Audio.VGA Output,Video and Audio.HDCVI Input,Video and Audio.Audio Output,Video and Audio.Audio Input,Video and Audio.Two-Way Audio,Recording.Video Compression,Recording.Encoding Resolution,Recording.Frame Rate,Recording.Video Bitrate,Recording.Dual-stream,Recording.Stream Type,Recording.Audio Compression,Recording.Audio Bitrate,Network.Total Bandwidth,Network.Network Protocol,Network.Remote Connection,Network.Network Interface,Auxiliary Interface.SATA,Auxiliary Interface.Capacity,Auxiliary Interface.Serial Interface,Auxiliary Interface.USB Interface,Auxiliary Interface.Alarm In/Out,General.Power Supply,General.Consumption,General.Working Temperature,General.Working Humidity,General.Dimension (W × D × H),General.Weight
iDS-7208HUHI-M1/S,8-ch 5 MP 1U H.265 AcuSense DVR,https://www.hikvision.com/en/products/Turbo-HD-Products/DVR/AcuSense-Series/iDS-7208HUHI-M1-S/,Hikvision,"Deep learning-based motion detection 2.0 is enabled by default for all analog channels, it can classify human and vehicle, and extremely reduce false alarms caused by objects like leaves and lights; Quick search by object or event type is supported;",Up to 4-ch,"Face picture detection, face picture search","4-ch (up to 12-ch) Up to 8 MP resolution Enhanced IP mode on: 8-ch (up to 16-ch), each up to 4 Mbps ;Support H.265+/H.265/H.264+/H.264 IP cameras","8-ch;BNC interface (1.0 Vp-p, 75 Ω), supporting coaxitron connection","1-ch, 4K (3840 × 2160)/30Hz, 2K (2560 × 1440)/60Hz, 1920 × 1080/60Hz, 1280 × 1024/60Hz, 1280 × 720/60Hz HDMI/VGA simultaneous output",PAL/NTSC,"1-ch, BNC (1.0 Vp-p, 75 Ω), resolution: PAL: 704 × 576, NTSC: 704 × 480",8-ch,"8 MP(3840 × 2160)@15 fps, 8 MP(3840 × 2160)@12 fps, 3K(2960 x 1665)@20 fps, 5 MP(2560 × 1944)@20 fps, 5 MP(2560 × 1944)@12 fps, 4 MP(2560 × 1440)@30 fps, 4 MP(2560 × 1440)@25 fps, 3 MP@18 fps,1080p@30 fps, 1080p@25 fps,720p@30 fps, 720p@25 fps","5 MP(2560 × 1944)@20 fps, 5 MP(2560 × 1944)@12 fps, 4 MP(2560 × 1440)@30 fps, 4 MP(2560 × 1440)@25 fps, 1080p@30 fps, 1080p@25 fps, 720p@30 fps, 720p@25 fps","1-ch, 1920 × 1080/60Hz, 1280 × 1024/60Hz, 1280 × 720/60Hz","8 MP(3840 × 2160)@15 fps, 8 MP(3840 × 2160)@12 fps, 5 MP(2592 × 1944)@20 fps, 4 MP(2560 × 1440)@30 fps, 4 MP(2560 × 1440)@25 fps, 1080p@30 fps, 1080p@25 fps, 720p@30 fps, 720p@25 fps","1-ch, RCA (Linear, 1 KΩ)","1-ch, RCA (2.0 Vp-p, 1 KΩ)","1-ch, RCA (2.0 Vp-p, 1 KΩ) (using the first audio input)",H.265 Pro+/H.265 Pro/H.265/H.264+/H.264,8 MP/5 MP/3K/4 MP/3 MP/1080p/720p/WD1/4CIF/VGA/CIF,Main stream: 8 MP@8 fps/3K@12 fps/5 MP@12 fps/4 MP@15 fps/8 MP Lite@15 fps/3 MP@18 fps 1080p/720p/WD1/4CIF/VGA/CIF@25 fps (P)/30 fps (N) Sub-stream: WD1/4CIF/CIF@25 fps (P)/30 fps (N),32 Kbps to 10 Mbps,Support,"Video, Video & Audio",G.711u,64 Kbps,128Mbps,"TCP/IP, PPPoE, DHCP, Hik-Connect, DNS, DDNS, NTP, SADP, NFS, iSCSI, UPnP™, HTTPS, ONVIF",64,"1,RJ45 10M/100M/1000M self-adaptive Ethernet interface",1 SATA interface,Up to 10 TB capacity for each disk,RS-485 (half-duplex),1 × USB 2.0； 1 × USB 3.0,N/A,12 VDC,≤ 10 W,-10 °C to +55 °C (+14 °F to +131 °F),10% to 90%,315 × 242 × 45 mm (12.4 × 9.5 × 1.8 inch),≤ 2 kg (4.4 lb)
