General information.Product Title,General information.Product Type,General information.Source URL,General information.Manufacturer,Camera.Image Sensor,Camera.Max. Resolution,Camera.Scanning System,Camera.Electronic Shutter Speed,Camera.Min. Illumination,Camera.S/N Ratio,Camera.Illumination Distance,Camera.Illuminator On/Off Control,Camera.Illuminator Number,Camera.Angle Adjustment,Lens.Lens Type,Lens.Lens Mount,Lens.Focal Length,Lens.Max. Aperture,Lens.Field of View,Lens.Iris Control,Lens.Close Focus Distance,Lens.DORI Distance,Video.Video Frame Rate,Video.Resolution,Video.Day/Night,Video.BLC,Video.WDR,Video.White Balance,Video.Gain Control,Video.Noise Reduction,Video.Illumination Mode,Video.Mirror,Video.Privacy Masking,Certification.Certifications,Port.Video Output,Port.Audio Input,Power.Power Supply,Power.Power Consumption,Environment.Operating Temperature,Environment.Operating Humidity,Environment.Storage Temperature,Environment.Storage Humidity,Environment.Protection,Structure.Casing Material,Structure.Product Dimensions,Structure.Net Weight,Structure.Gross Weight,Structure.Installation
HAC-HFW1200TH-I8-A,2MP IR HDCVI Fixed-focal Bullet Camera,https://www.dahuasecurity.com/es/products/All-Products/HDCVI-Cameras/Lite-Series/1080P/1080-P/HAC-HFW1200TH-I8-A=S6,Dahua,2 MP CMOS,1920 (H) × 1080 (V),Progressive,PAL: 1/25 s–1/100000 sNTSC: 1/30 s–1/100000 s,"0.01 lux@F2.0 (Color, 30 IRE)0.001 lux@F2.0 (B/W, 30 IRE)0 lux (Illuminator on)",>65 dB,80 m (262.47 ft),Auto,2 (IR light),Pan: 0°–360°Tilt: 0°–90°Rotation: 0°–360°,Fixed-focal,M12,2.8 mm; 3.6 mm ;6 mm,F2.0,2.8 mm: H: 102°; V: 60°; D: 129°3.6 mm: H: 83°; V: 48°; D: 104°6 mm: H: 47°; V: 27°; D: 54°,Fixed,2.8 mm: 0.5 m (1.64 ft)3.6 mm: 0.7 m (2.30 ft)6 mm: 2.3 m (7.55 ft),"[{'Lens': '2.8 mm', 'Detect': '41.4 m(135.83 ft)', 'Observe': '16.5 m(42.13 ft)', 'Recognize': '8.3 m( 27.23 ft)', 'Identify': '4.1 m(13.45 ft)'}, {'Lens': '3.6 mm', 'Detect': '50.9 m(166.99 ft)', 'Observe': '20.3 m(66.60 ft)', 'Recognize': '10.2 m(33.46 ft)', 'Identify': '5.1 m(16.73 ft)'}, {'Lens': '6 mm', 'Detect': '95.1 m(312.01 ft)', 'Observe': '38.0 m(124.67 ft)', 'Recognize': '19.0 m(62.34 ft)', 'Identify': '9.5 m(31.17 ft)'}]",CVI:PAL: 1080p@25 fps;NTSC: 1080p@30 fps;AHD:PAL: 1080p@25 fps;NTSC: 1080p@30 fps;TVI:PAL: 1080p@25 fps;NTSC: 1080p@30 fps;CVBS:PAL: 960H;NTSC: 960H,1080p (1920 × 1080); 960H (960 × 576/960 × 480),Auto(ICR)/Color/B/W,BLC; HLC; DWDR,DWDR,Auto; Area white balance,Auto,3D NR,Smart IR,Yes,"Off/On (8 areas, rectangle)","CE-LVD: EN 62368-1;CE-EMC: EN 55032; EN 55035;FCC: 47 CFR FCC Part 15, Subpart B",Video output choices of CVI/TVI/AHD/CVBS by one BNC port,One channel built-in Mic,12 VDC ± 30%,"Max 4.9 W (12 VDC, IR on)",–40 °C to +60 °C (–40 °F to +140 °F),"<95% (RH), non-condensing",–40 °C to +60 °C (–40 °F to +140 °F),"<95% (RH), non-condensing",IP67,Metal front cover + plastic rear barrel + metal bracket,"240.7 mm × 90.7 mm × 90.4 mm (9.48"" × 3.57"" × 3.56"")",0.41 kg (0.90 lb),0.62 kg (1.37 lb),Wall mount; ceiling mount; vertical pole mount
